615,267,无意
616,268,火热
617,269,狂热
618,26A,双重碎击
619,26B,毁灭毒针
620,26C,狰狞劈砍
621,26D,狰狞光环
622,26E,荒芜新星
623,26F,地狱葬送
624,270,狰狞命运
625,271,十吨横扫
626,272,十吨回转
627,273,百吨横扫
628,274,百吨回转
629,275,怒视
630,276,野性
631,277,眼魔之眼
632,278,火鳞甲
633,279,利爪
634,27A,黄宝石之光
635,27B,硬化
636,27C,冲撞
637,27D,突风
638,27E,吹飞
639,27F,下行突风
640,280,绿宝石之光
641,281,碎岩
642,282,怒震
643,283,山崩
644,284,大地之重
645,285,花岗岩牢狱
646,286,タイタン：時限爆弾岩
647,287,狰狞劈砍
648,288,狰狞命运
649,289,荒芜新星
650,28A,地裂
651,28B,大地粉碎
652,28C,大地之怒
653,28D,タイタン：心臓露出
654,28E,タイタン：飛ぶ
655,28F,タイタン：着地する
656,290,烈风刃
657,291,下行突风
658,292,邪轮旋风
659,293,螺旋气流
660,294,寒风之歌
661,295,寒风之啸
662,296,大气爆发
663,297,大龙卷风
664,298,台风眼
665,299,羽枪
666,29A,热流
667,29B,寒风之歌
668,29C,海市蜃楼
669,29D,狂野喧嚣
670,29E,液体地狱
671,29F,旋风
672,2A0,毁灭毒针
673,2A1,电磁学
674,2A2,攻击
675,2A3,火焰流
676,2A4,火焰吐息
677,2A5,自爆
678,2A6,自爆
679,2A7,轰炸
680,2A8,破魔震
681,2A9,凶眼注目
682,2AA,攻击
683,2AB,苍白吐息
684,2AC,ヒュドラ：首再生
685,2AD,火球
686,2AE,火球
687,2AF,冰球
688,2B0,冰球
689,2B1,星光吐息
690,2B2,抽星击
691,2B3,勇猛的咆哮
692,2B4,巨大抨击
693,2B5,ヘカトンケイルリーダー：壁殴り
694,2B6,愤怒的咆哮
695,2B7,ヘカトンケイルメイジ：壁殴り
696,2B8,汎用：逃げる
697,2B9,震撼领域
698,2BA,黏网
699,2BB,蜘蛛：コチュー落下予兆
700,2BC,蜘蛛：コチュー落下
701,2BD,蛛网屏
702,2BE,致命尾刺
703,2BF,蜘蛛：毒エリア
704,2C0,毒尾脱皮
705,2C1,暗黑雾
706,2C2,虚无灯
707,2C3,虚空火炎
708,2C4,ヒュドラ：右側首A破壊
709,2C5,ヒュドラ：右側首B破壊
710,2C6,ヒュドラ：左側首A破壊
711,2C7,ヒュドラ：左側首B破壊
712,2C8,ヒュドラ：右側首A復活
713,2C9,ヒュドラ：右側首B復活
714,2CA,ヒュドラ：左側首A復活
715,2CB,ヒュドラ：左側首B復活
716,2CC,猛者强击
717,2CD,先锋剑
718,2CE,盾牌猛击
719,2CF,预警
720,2D0,超压斧
721,2D1,飘羽步
722,2D2,精准刺
723,2D3,箭雨
724,2D4,消化
725,2D5,流散
726,2D6,流散
727,2D7,流散
728,2D8,流散
729,2D9,汎用：詩人技：ヘヴィショット
730,2DA,毒液飞散
731,2DB,吸血
732,2DC,吸引
733,2DD,地火喷发
734,2DE,光辉炎柱
735,2DF,瘴气吐息
736,2E0,黑暗波动
737,2E1,戳刺
738,2E2,电争
739,2E3,染血爪
740,2E4,恐怖眼
741,2E5,凯旋嚎叫
742,2E6,黑色狂欢
743,2E7,迷眼
744,2E8,加速
745,2E9,暗荆棘
746,2EA,失魂
747,2EB,
748,2EC,
749,2ED,启示
750,2EE,邪视
751,2EF,混沌吐息
752,2F0,
753,2F1,
754,2F2,
755,2F3,
756,2F4,
757,2F5,
758,2F6,黑云
759,2F7,秽暗
760,2F8,阴罚
761,2F9,
762,2FA,薄暮之刃
763,2FB,断罪
764,2FC,大爆炸
765,2FD,超爆炸
766,2FE,放电
767,2FF,放电
768,300,彗星
769,301,飞散
770,302,落雷
771,303,大漩涡
772,304,大漩涡
773,305,野性利角
774,306,ベヒーモス：二本足
775,307,呵斥
776,308,黄道陨石
777,309,攻击
778,30A,神枪昆古尼尔
779,30B,玄钢缰绳
780,30C,斩铁剑
781,30D,飞石殿
782,30E,悔恨殿
783,30F,屠戮结
784,310,迟缓殿
785,311,英灵冲击
786,312,斗气波动
787,313,碎岩
788,314,山崩
789,315,大地之护
790,316,地裂
791,317,大地之怒
792,318,烈风刃
793,319,震荡波
794,31A,大气风斩
795,31B,歪风
796,31C,大气爆发
797,31D,深红旋风
798,31E,燃火强袭
799,31F,辉煌盾
800,320,烈焰碎击
801,321,地狱之火炎
802,322,日光的拥抱
803,323,日光的低语
804,324,异想的盟光
805,325,异想的幻光
806,326,月光的拥抱
807,327,月光的沉默
808,328,异想的炽光
809,329,异想的辉光
810,32A,异想的柔光
811,32B,异想的流光
812,32C,
813,32D,
814,32E,
815,32F,
816,330,
817,331,陆行鸟强击
818,332,陆行鸟防御
819,333,陆行鸟踢击
820,334,陆行鸟后撞
821,335,陆行鸟爆发
822,336,陆行鸟冲刺
823,337,陆行鸟猛啄
824,338,陆行鸟裂斩
825,339,陆行鸟医治
826,33A,陆行鸟波涛
827,33B,陆行鸟治疗
828,33C,陆行鸟再生
829,33D,百烈拳
830,33E,汎用：絶対回避
831,33F,コボルド：大型爆弾
832,340,コボルド：範囲被ダメージカット
833,341,コボルド：範囲被ダメージカット強
834,342,跳冲刺
835,343,奇袭
836,344,シュポシェ池：出現予兆
837,345,シュポシェ池：予兆解除
838,346,シュポシェ池：出現
839,347,引爆炸弹
840,348,引爆大炸弹
841,349,
842,34A,
843,34B,
844,34C,
845,34D,
846,34E,
847,34F,
848,350,
849,351,
850,352,
851,353,
852,354,
853,355,
854,356,虚空爆炎
855,357,虚空烈炎
856,358,虚空暴雷
857,359,投掷炸弹
858,35A,二重刺
859,35B,冰棘屏障
860,35C,吸魂
861,35D,醉拳地狱突
862,35E,引爆小炸弹
863,35F,栗子炸裂弹
864,360,烈焰碎击
865,361,野性强击
866,362,强突
867,363,召唤妖异
868,364,诱惑
869,365,冰寒雾气
870,366,攻击
871,367,攻击
872,368,攻击
873,369,攻击
874,36A,攻击
875,36B,攻击
876,36C,攻击
877,36D,攻击
878,36E,攻击
879,36F,攻击
880,370,攻击
881,371,攻击
882,372,攻击
883,373,攻击
884,374,攻击
885,375,攻击
886,376,攻击
887,377,攻击
888,378,攻击
889,379,攻击
890,37A,攻击
891,37B,攻击
892,37C,攻击
893,37D,攻击
894,37E,攻击
895,37F,攻击
896,380,攻击
897,381,攻击
898,382,攻击
899,383,攻击
900,384,龙卷
901,385,利爪
902,386,火焰吐息
903,387,重击
904,388,嫩芽抽打
905,389,嫩芽回旋
906,38A,匍匐茎
907,38B,小钢钳
908,38C,FF11クラブ：泡ブレス
909,38D,改锥
910,38E,水墙
911,38F,暗天球
912,390,定罪
913,391,痛苦鞭
914,392,毒气壳
915,393,熊爪
916,394,绒毛羽
917,395,狂风
918,396,蜂尾针
919,397,终极针
920,398,远程爆破
921,399,风切斩
922,39A,和风蔽体
923,39B,空翻
924,39C,减速咒
925,39D,FF12ミリアムガード：マップOBJ召喚武器投げ
926,39E,FF12ミリアムガード：マップOBJ召喚4つ同時
927,39F,黑暗蠢动
928,3A0,黑暗
929,3A1,边缘结界
930,3A2,结界冲击
931,3A3,毒波
932,3A4,三连爪
933,3A5,骇人嚎叫
934,3A6,致命射线
935,3A7,尾部横扫
936,3A8,粉碎锐牙
937,3A9,跺脚
938,3AA,威吓
939,3AB,站裂斩
940,3AC,俯跪冲
941,3AD,霉痰
942,3AE,古菩的悲伤
943,3AF,乱鞭
944,3B0,
945,3B1,锋利菜刀
946,3B2,诅咒的危言
947,3B3,大家的怨恨
948,3B4,要害攻击
949,3B5,诅咒的遗言
950,3B6,吸气
951,3B7,凶眼注目
952,3B8,アーリマン：仲間を呼ぶ
953,3B9,青磷柱
954,3BA,火水
955,3BB,巨石冲
956,3BC,沙柱
957,3BD,沙柱
958,3BE,荒芜新星
959,3BF,沙柱
960,3C0,ガーゴイル：暗黒沼発動
961,3C1,透明：ガーゴイル暗黒沼発生
962,3C2,沥青海
963,3C3,蛮勇
964,3C4,生命水
965,3C5,猛啄
966,3C6,火炎
967,3C7,冰结
968,3C8,闪雷
969,3C9,疾风
970,3CA,飞石
971,3CB,流水
972,3CC,崩溃
973,3CD,大地之重
974,3CE,咬断神经
975,3CF,撕裂喉咙
976,3D0,蛙舌
977,3D1,菌帽冲撞
978,3D2,泥沼爆弹
979,3D3,病患臭气
980,3D4,泥球
981,3D5,水浪吐息
982,3D6,惊奇光
983,3D7,呼唤
984,3D8,火龙卷
985,3D9,洒落雷
986,3DA,改锥
987,3DB,精神冲击
988,3DC,吸血触
989,3DD,超猛击
990,3DE,音响炸弹
991,3DF,虚张声势
992,3E0,哥布林打击
993,3E1,大火焰
994,3E2,うろこトカゲ：雷属性ON
995,3E3,大放电
996,3E4,泡泡炸裂
997,3E5,暗中杀意
998,3E6,暗天顶
999,3E7,咬断神经
1000,3E8,扬沙
1001,3E9,强传送
1002,3EA,顶撞
1003,3EB,锐铁暴风
1004,3EC,毒液猛咬
1005,3ED,超压斧
1006,3EE,吃力跳跃
1007,3EF,大爆炸
1008,3F0,石肤
1009,3F1,治疗
1010,3F2,猛撞
1011,3F3,洒落雷
1012,3F4,双重碎击
1013,3F5,
1014,3F6,酸雾
1015,3F7,飞翼斩
1016,3F8,激水
1017,3F9,崩溃击
1018,3FA,刺尾
1019,3FB,台风
1020,3FC,台风
1021,3FD,炽热弥漫
1022,3FE,寒霜吐息
1023,3FF,寒冰覆盖
1024,400,寒冰覆盖
1025,401,白霜环绕
1026,402,低温俯冲
1027,403,空降
1028,404,降雪
1029,405,大砲：発射：成功
1030,406,炽热弥漫
1031,407,胡乱打
1032,408,黄金爆发
1033,409,黄金粉尘
1034,40A,十吨横扫
1035,40B,百吨横扫
1036,40C,臭气
1037,40D,藤鞭穿刺
1038,40E,黏菌爆发
1039,40F,黏菌发射
1040,410,出芽
1041,411,ベビーモルボル専用：AA/モルボル菌つき
1042,412,黄金毒气
1043,413,黄金毒气
1044,414,谋杀洞
1045,415,液化
1046,416,液化
1047,417,击退
1048,418,虚空烈炎
1049,419,闪雷直击
1050,41A,闪雷风暴
1051,41B,塌方
1052,41C,爆炸
1053,41D,
1054,41E,
1055,41F,
1056,420,激励
1057,421,毒液喷射
1058,422,
1059,423,5级即死
1060,424,涂油箭
1061,425,原初的勇猛
1062,426,原初的愤怒
1063,427,
1064,428,苍天龙炎冲
1065,429,勇战之誉
1066,42A,坚韧之誉
1067,42B,無敵の進撃マーチ（仮）
1068,42C,爆炸波
1069,42D,泡泡炸裂
1070,42E,镇静之歌
1071,42F,离子释放
1072,430,诡异视线
1073,431,尾部打击
1074,432,天灾降临
1075,433,瘴气压缩
1076,434,疫病云
1077,435,恐怖眼
1078,436,精神瓦解
1079,437,溃疡
1080,438,鼓舞
1081,439,播种
1082,43A,召唤妖异
1083,43B,虚空爆炎
1084,43C,虚空烈炎
1085,43D,虚空暴雷
1086,43E,岩石崩溃
1087,43F,平原震裂
1088,440,破魔震
1089,441,失明秘药
1090,442,发霉喷嚏
1091,443,炎症爆发
1092,444,流星强击
1093,445,波动冲击
1094,446,波动弹
1095,447,精神集中
1096,448,精神集中
1097,449,闪雷直击
1098,44A,天外之灵
1099,44B,染血剑
1100,44C,定罪
1101,44D,火焰吐息
1102,44E,寒冰吐息
1103,44F,雷电吐息
1104,450,寒冰咆哮
1105,451,雷电咆哮
1106,452,寒冰眼
1107,453,嘈杂的噪音
1108,454,无序的和声
1109,455,颚咬
1110,456,乙酸信息素
1111,457,沙尘旋风
1112,458,大流沙
1113,459,沙柱
1114,45A,凶眼注目
1115,45B,火水
1116,45C,星图
1117,45D,沉默
1118,45E,麻痹
1119,45F,减速
1120,460,流水
1121,461,巨石冲
1122,462,碎骨拳
1123,463,碎骨拳
1124,464,落肘
1125,465,双重碎击
1126,466,强传送
1127,467,蹂躏
1128,468,魔导加农炮
1129,469,魔导光子炮
1130,46A,吃力跳跃
1131,46B,火热
1132,46C,地狱葬送
1133,46D,超级炸弹
1134,46E,炮击
1135,46F,撕裂斧
1136,470,崩溃击
1137,471,盾牌穿刺
1138,472,冥狱之风
1139,473,冥狱之门
1140,474,榴散弹
1141,475,穿甲弹
1142,476,火焰弹
1143,477,魔导飞弹
1144,478,魔导飞弹
1145,479,三角迷失斩
1146,47A,无尽旋风斩
1147,47B,雷光水面踢
1148,47C,典雅女神枪
1149,47D,炎兽心火击
1150,47E,典雅女神连枪
1151,47F,攻击命令
1152,480,大锤横扫
1153,481,神锤震碎
1154,482,神锤回环
1155,483,神锤冲天
1156,484,过载回环
1157,485,过载冲天
1158,486,过载震碎
1159,487,以眼还眼
1160,488,振奋
1161,489,石化凝视
1162,48A,龙血
1163,48B,腐肉
1164,48C,精神镖
1165,48D,要害攻击
1166,48E,释放黏液
1167,48F,以太波动
1168,490,魔導ジャガーノート：GT攻撃
1169,491,魔導ジャガーノート：前方扇範囲攻撃
1170,492,均衡器
1171,493,中和器
1172,494,魔导光子炮
1173,495,アルテマウェポン：アルテマ弾/生成
1174,496,以太炸弹
1175,497,扩散射线
1176,498,魔导激光
1177,499,魔导激光
1178,49A,魔导激光
1179,49B,青磷放射
1180,49C,诱导射线
1181,49D,坚实岩牢
1182,49E,火神爆裂
1183,49F,大气爆发
1184,4A0,地裂
1185,4A1,定时岩弹
1186,4A2,地火喷发
1187,4A3,大地之怒
1188,4A4,光辉炎柱
1189,4A5,地狱之火炎
1190,4A6,魔导核爆
1191,4A7,突击加农炮
1192,4A8,诱导爆炸
1193,4A9,究极
1194,4AA,究极波动
1195,4AB,无罪斩
1196,4AC,遗祸
1197,4AD,帝国之手
1198,4AE,恩惠终结
1199,4AF,判决
1200,4B0,人型：黒将軍/魔導火フィールド
1201,4B1,制裁
1202,4B2,恩惠终结
1203,4B3,制裁
1204,4B4,魔导加农炮
1205,4B5,横扫
1206,4B6,横扫
1207,4B7,攻击
1208,4B8,甩头攻击
1209,4B9,甩尾攻击
1210,4BA,喷毒
1211,4BB,钢鳞
1212,4BC,魔力飞散
1213,4BD,炸裂
1214,4BE,粘稠液
1215,4BF,攻击
1216,4C0,高压电流
1217,4C1,排斥炮
1218,4C2,亚拉戈古病毒
1219,4C3,亚拉戈古病毒
1220,4C4,重力场
1221,4C5,压舱水
1222,4C6,压舱水
1223,4C7,压舱水
1224,4C8,真空波
1225,4C9,雷光链
1226,4CA,火焰流
1227,4CB,穿透射线
1228,4CC,分解吸收
1229,4CD,物体199
1230,4CE,吸血
1231,4CF,旋转挥打
1232,4D0,紧急冷却
1233,4D1,旋转挥打
1234,4D2,紧急冷却
1235,4D3,自动反击系统
1236,4D4,重力击穿
1237,4D5,毒疮
1238,4D6,猛扫
1239,4D7,自我强化程序
1240,4D8,垂直下落
1241,4D9,死刑
1242,4DA,死刑
1243,4DB,液体地狱
1244,4DC,火焰流
1245,4DD,火焰流
1246,4DE,火球
1247,4DF,爆破俯冲
1248,4E0,以太失控
1249,4E1,旋风
1250,4E2,旋风
1251,4E3,破愿
1252,4E4,持续爆发
1253,4E5,持续爆发
1254,4E6,火球
1255,4E7,魔力爆散
1256,4E8,魔力爆散
1257,4E9,投掷
